voter_age,vote_hour,time_taken_seconds,device_type,failed_login_attempts,is_fraud
45,3,126,0,0,0
91,20,52,0,0,0
39,4,91,0,0,0
60,1,67,0,0,0
53,14,217,1,0,0
69,8,34,0,0,0
53,8,179,0,0,0
45,0,149,1,0,0
75,23,128,1,1,0
53,23,4,0,0,1
87,11,169,1,0,0
26,12,295,1,4,0
38,19,229,2,0,0
81,12,49,0,3,0
93,13,192,0,0,0
78,9,183,1,0,0
57,16,107,1,1,0
73,16,196,0,0,0
21,13,184,1,0,0
48,16,265,0,5,0
44,18,152,3,1,0
75,2,120,0,2,0
42,3,29,0,0,0
86,10,7,0,1,0
87,15,284,2,2,0
22,12,43,0,0,0
25,17,169,0,0,0
26,10,29,1,5,0
32,10,173,0,1,0
24,8,273,3,0,0
89,22,95,1,1,0
32,1,159,1,0,0
54,2,69,2,0,0
56,13,160,0,0,0
23,15,69,0,0,0
74,7,214,2,0,0
36,15,51,1,0,0
80,3,254,1,1,0
48,8,32,1,0,0
92,3,220,3,0,1
27,12,284,0,0,0
84,1,145,2,0,0
79,22,162,1,4,0
20,17,188,1,0,0
35,23,216,1,4,0
42,21,194,1,5,0
37,4,91,0,1,0
75,16,265,0,0,0
67,20,52,0,0,0
27,9,164,0,3,0
38,22,57,1,1,0
46,22,11,2,2,0
27,3,32,0,0,0
30,5,219,1,1,0
64,21,180,3,0,0
40,9,125,1,5,0
67,16,295,0,0,0
21,4,64,0,0,0
84,6,283,0,1,0
70,4,96,0,0,0
19,7,109,1,3,0
85,0,123,0,0,0
82,1,251,0,0,0
74,15,234,0,1,0
87,7,224,0,3,0
24,20,123,2,0,0
36,14,176,1,0,0
61,22,193,1,0,0
80,10,117,0,0,0
82,15,290,1,0,0
56,6,257,2,1,0
43,16,42,0,0,0
61,23,146,0,0,0
29,2,198,1,1,0
39,14,134,1,0,0
94,3,219,1,0,0
31,2,167,3,0,1
47,10,147,1,0,0
61,1,166,0,0,0
55,6,115,0,1,0
76,14,102,3,4,0
59,13,276,0,0,0
69,20,121,0,0,0
80,6,66,0,0,0
78,16,133,0,0,0
51,9,281,1,0,0
56,17,234,1,0,0
58,13,53,3,0,0
54,5,205,3,0,0
82,21,69,0,0,0
49,18,67,2,1,0
25,9,235,0,0,0
35,16,19,1,0,0
62,18,67,1,1,0
50,19,137,0,0,0
22,16,260,1,0,0
91,13,183,3,3,0
53,6,251,1,0,0
40,18,23,1,0,0
57,23,260,1,2,0
22,6,9,2,1,0
51,11,42,0,0,0
41,5,71,0,0,0
34,7,21,0,0,0
88,8,112,3,0,0
39,17,138,0,0,0
32,9,10,1,0,0
32,20,190,0,0,0
42,15,193,0,0,0
70,16,100,0,0,0
38,0,67,0,0,0
83,6,12,0,0,0
49,21,91,3,0,0
38,8,209,3,0,0
85,11,43,0,1,0
61,0,90,3,0,0
83,9,180,2,1,0
31,9,231,2,0,0
32,9,2,1,0,1
37,6,167,0,0,0
51,23,54,0,0,0
53,14,168,0,0,0
26,9,223,0,0,0
88,15,157,1,3,0
47,15,72,0,0,0
94,19,271,0,1,0
80,0,26,1,1,0
52,10,100,0,1,0
30,18,169,0,0,0
63,17,248,0,0,0
73,2,68,1,0,0
26,14,253,1,4,0
53,5,114,1,0,0
20,9,161,1,0,0
36,2,140,0,1,0
45,9,203,0,0,0
40,15,53,0,0,0
24,3,237,1,0,0
93,0,178,2,0,0
31,21,30,0,0,0
63,17,228,2,0,0
32,3,248,0,0,0
84,4,258,0,0,0
32,20,79,0,3,0
68,3,204,0,5,0
25,18,210,0,4,0
86,19,184,0,0,0
79,18,161,0,3,0
68,2,159,1,0,0
80,19,279,1,3,0
85,12,101,1,0,0
33,23,255,1,5,0
41,19,173,1,4,0
23,17,109,0,3,0
74,5,291,0,0,0
48,23,230,0,1,0
23,19,193,0,0,0
46,23,10,1,1,0
84,5,222,0,0,0
92,5,122,0,0,0
20,21,122,1,4,0
45,16,284,0,0,0
91,16,80,2,2,0
65,4,4,0,0,1
27,16,117,1,1,0
50,8,185,1,5,0
84,19,196,0,0,0
86,1,23,0,1,0
29,18,252,0,4,0
74,8,79,1,2,0
61,7,77,2,0,0
30,18,257,0,1,0
41,12,24,1,5,0
61,23,65,0,0,0
74,3,205,1,0,0
33,5,184,0,0,0
38,3,179,0,0,0
93,10,286,0,4,0
68,20,5,1,0,0
38,9,238,1,1,0
77,15,247,0,0,0
68,17,208,0,0,0
38,18,149,1,1,0
23,20,226,1,1,0
90,22,238,0,1,0
82,11,114,1,0,0
93,13,234,0,2,0
75,17,127,2,1,0
23,19,70,0,0,0
82,0,223,1,0,0
51,12,134,2,3,0
73,2,249,0,0,0
92,13,44,3,0,0
20,21,89,1,0,0
59,17,227,0,0,0
79,23,253,0,0,0
23,22,67,0,1,0
23,18,252,0,0,0
80,0,67,3,0,0
37,14,134,3,0,0
38,15,9,0,0,0
19,9,225,0,0,0
73,19,268,0,0,0
27,3,66,1,1,0
87,10,299,2,0,0
40,15,31,0,0,0
47,4,168,0,0,0
54,18,105,3,0,0
72,10,22,1,0,0
66,17,249,0,0,0
51,14,125,0,0,0
61,1,208,0,0,0
39,23,100,0,5,0
48,12,193,1,3,0
24,22,252,2,0,0
38,11,113,2,0,0
33,13,40,0,1,0
37,0,11,0,0,0
60,11,41,2,0,0
61,12,4,1,0,1
64,2,3,0,0,1
36,2,197,1,0,0
65,0,162,1,1,0
86,10,76,0,0,0
28,3,53,0,0,0
46,10,294,0,1,0
62,1,247,1,4,0
85,18,4,0,5,1
53,11,203,2,0,0
65,12,74,0,0,0
32,16,274,1,0,0
61,18,107,1,0,0
84,3,284,2,0,0
91,5,185,2,0,0
57,2,74,1,0,0
31,10,226,0,0,0
80,21,247,0,0,0
68,11,94,0,0,0
75,11,33,1,0,0
32,17,192,2,0,0
82,13,147,1,0,0
72,10,258,1,0,0
93,23,210,1,0,0
27,20,189,0,0,0
59,16,58,1,0,0
28,21,146,0,1,0
33,15,173,0,0,0
90,2,243,1,0,0
36,3,79,2,0,0
48,7,151,1,0,0
90,23,132,0,1,0
70,10,98,1,0,0
25,12,280,0,0,0
41,23,12,1,0,0
25,11,285,0,4,0
65,4,262,1,0,0
47,15,111,0,0,0
75,0,86,2,0,0
72,8,251,1,0,0
90,13,32,0,4,0
79,7,89,2,1,0
65,2,282,0,0,0
21,21,219,2,0,0
54,6,199,0,0,0
25,3,35,1,2,0
18,14,27,0,0,0
87,11,163,0,3,0
64,22,18,2,0,0
92,8,16,0,0,0
22,21,159,0,0,0
67,17,230,1,1,0
41,21,242,2,0,0
64,12,290,0,1,0
35,2,129,0,0,0
45,6,73,0,0,0
94,18,196,1,0,0
22,7,128,1,0,0
47,10,20,2,3,0
18,4,209,0,1,0
63,15,172,0,0,0
86,2,205,1,0,0
48,0,249,0,1,0
87,20,185,0,0,0
73,9,166,2,0,0
45,9,272,0,0,0
33,15,155,1,0,0
71,10,229,1,0,0
70,18,208,0,0,0
29,19,80,1,0,0
37,12,134,1,0,0
51,14,29,0,0,0
70,9,296,0,0,0
81,3,98,0,0,0
40,18,109,1,0,0
44,14,100,0,0,0
34,5,282,0,0,0
65,21,26,0,0,0
38,16,246,0,0,0
67,12,281,1,0,0
57,19,170,0,1,0
20,16,176,1,0,0
34,14,2,1,0,1
78,6,105,1,5,0
67,22,92,2,0,0
23,21,257,1,0,0
45,10,134,1,0,0
89,17,40,0,0,0
72,19,292,1,0,0
75,18,257,0,1,0
62,7,15,0,0,0
89,17,193,1,0,0
36,9,25,1,1,0
46,17,78,0,0,0
40,16,71,1,3,0
49,8,290,1,0,0
27,2,267,3,0,1
66,14,294,0,4,0
82,23,4,0,1,1
46,22,56,0,1,0
76,11,104,0,0,0
62,16,291,0,0,0
84,5,151,1,4,0
68,23,280,0,1,0
28,21,4,1,0,1
23,8,254,0,0,0
84,9,96,0,2,0
79,2,180,2,0,0
22,5,230,0,0,0
26,12,60,2,0,0
45,13,162,0,0,0
94,3,287,0,0,0
55,9,36,2,0,0
60,18,86,0,0,0
38,15,35,0,0,0
79,23,170,1,0,0
63,6,15,0,0,0
87,22,56,1,0,0
55,4,230,1,0,0
66,11,136,0,0,0
92,14,228,1,0,0
56,0,222,0,0,0
88,21,243,0,0,0
47,5,23,0,0,0
38,18,235,0,0,0
18,4,150,1,0,0
49,8,36,0,2,0
25,6,167,0,0,0
86,23,92,2,0,0
47,8,38,2,0,0
25,21,149,2,1,0
36,15,278,1,5,0
76,4,254,2,0,0
72,9,263,0,0,0
47,20,21,0,1,0
53,20,172,1,0,0
72,14,298,0,1,0
61,14,135,0,1,0
44,12,69,1,0,0
94,19,147,0,0,0
71,17,89,1,0,0
65,22,9,2,0,0
47,6,52,1,4,0
56,7,171,1,3,0
30,7,235,0,0,0
33,10,271,0,1,0
61,23,100,1,0,0
88,8,82,2,0,0
44,5,191,0,0,0
62,19,278,2,3,0
52,1,199,0,3,0
45,4,61,0,0,0
24,21,190,0,0,0
79,22,262,1,0,0
68,21,13,0,0,0
63,3,184,1,1,0
37,19,234,1,0,0
55,14,295,1,0,0
78,6,203,0,1,0
49,0,14,0,2,0
43,18,37,1,0,0
75,17,14,0,0,0
56,1,112,1,0,0
37,22,150,2,0,0
67,20,287,2,0,0
69,12,82,0,5,0
39,13,152,2,0,0
70,2,280,0,0,0
83,15,160,0,1,0
60,13,182,1,0,0
40,14,34,0,0,0
94,2,117,1,0,0
81,1,288,1,3,0
26,2,127,1,0,0
24,8,204,0,0,0
58,7,41,2,0,0
71,18,34,1,0,0
82,19,47,0,0,0
19,20,20,1,1,0
21,19,272,0,1,0
49,14,106,1,0,0
19,11,180,2,0,0
81,13,168,1,0,0
31,17,1,0,0,1
37,1,263,3,3,1
66,20,223,1,1,0
25,10,233,0,0,0
80,23,278,0,0,0
63,0,16,3,0,0
38,18,278,0,1,0
49,13,262,1,4,0
25,8,117,3,0,0
33,2,238,0,0,0
57,13,1,2,0,1
44,19,2,0,0,1
35,2,219,0,0,0
52,22,70,0,1,0
69,3,194,1,0,0
32,1,37,1,0,0
80,1,202,1,0,0
70,14,17,1,1,0
83,22,145,1,0,0
48,20,6,1,0,0
78,20,212,0,1,0
81,12,274,1,0,0
51,19,137,2,1,0
72,10,32,0,0,0
76,13,145,3,1,0
20,16,49,3,2,0
34,21,141,0,3,0
63,14,1,0,0,1
55,13,38,1,5,0
52,18,236,1,0,0
18,1,38,0,1,0
46,3,36,0,0,0
21,7,202,1,0,0
78,11,99,0,0,0
34,12,282,2,0,0
45,22,168,2,3,0
67,17,200,0,2,0
25,16,183,0,4,0
51,12,253,1,0,0
76,11,2,1,0,1
35,6,90,1,0,0
76,15,94,0,0,0
44,13,65,0,0,0
33,4,94,1,0,0
27,10,13,1,0,0
93,23,233,0,1,0
39,20,149,0,0,0
33,20,61,2,0,0
29,7,40,0,0,0
92,8,91,0,0,0
68,17,197,2,0,0
18,7,13,2,1,0
44,6,204,0,3,0
84,7,33,1,0,0
29,14,94,0,0,0
47,18,48,0,0,0
26,3,134,0,0,0
70,6,293,1,0,0
78,20,295,1,0,0
71,22,175,1,0,0
54,21,237,3,0,0
82,3,134,0,1,0
59,14,146,3,0,0
66,1,210,2,2,0
21,11,11,0,1,0
81,5,234,0,0,0
68,5,197,0,0,0
89,13,24,0,3,0
77,5,66,1,0,0
48,0,240,0,0,0
89,5,291,1,3,0
75,17,226,0,0,0
21,20,2,1,3,1
39,15,244,0,1,0
20,22,140,2,0,0
64,0,258,1,0,0
55,20,291,0,2,0
50,18,261,0,0,0
65,17,116,0,1,0
82,1,107,1,0,0
43,18,59,0,0,0
25,16,161,1,2,0
67,17,182,3,0,0
55,21,103,0,1,0
27,23,205,0,0,0
59,3,287,0,0,0
54,17,19,0,2,0
43,4,281,2,0,0
29,11,107,1,4,0
66,14,191,1,0,0
31,14,53,0,0,0
63,2,37,1,1,0
52,20,43,0,0,0
46,2,179,0,0,0
29,10,47,0,3,0
61,19,58,0,0,0
83,20,234,1,0,0
19,13,131,0,0,0
76,6,71,1,0,0
34,17,255,1,2,0
27,5,24,0,0,0
35,21,102,1,1,0
39,5,151,0,0,0
75,22,172,1,1,0
70,10,191,3,1,0
18,2,123,0,5,0
78,20,274,1,0,0
48,13,255,3,0,0
48,11,168,0,1,0
83,13,84,0,0,0
36,14,222,0,0,0
70,22,242,1,0,0
93,8,125,0,1,0
91,18,70,0,0,0
39,11,273,0,0,0
40,6,181,0,4,0
32,16,123,0,0,0
43,13,253,0,5,0
20,14,207,0,2,0
37,13,25,3,0,0
57,22,44,3,0,0
56,18,40,0,1,0
89,18,209,1,1,0
35,13,44,2,1,0
58,22,113,1,0,0
87,7,298,1,4,0
44,12,163,0,0,0
32,3,139,1,0,0
54,11,284,0,0,0
75,0,172,0,0,0
22,4,20,0,0,0
90,3,128,0,3,0
24,15,105,2,0,0
58,18,33,2,0,0
27,19,164,2,1,0
79,18,173,0,0,0
43,2,83,2,3,0
85,15,35,0,0,0
41,6,87,2,3,0
58,4,235,0,0,0
82,20,34,1,0,0
34,19,136,1,5,0
41,23,194,0,0,0
44,0,89,0,0,0
24,10,217,1,0,0
90,20,45,1,1,0
29,16,278,2,1,0
20,11,247,1,0,0
27,17,142,0,0,0
50,1,180,1,0,0
63,21,112,3,1,0
76,9,235,1,1,0
69,18,48,0,0,0
23,15,242,1,5,0
19,7,243,0,0,0
46,1,179,0,0,0
57,4,141,0,0,0
78,3,289,0,0,0
85,20,239,1,0,0
85,3,180,1,4,0
46,0,292,1,1,0
79,14,51,0,0,0
77,12,176,1,0,0
58,16,170,3,0,0
82,5,227,0,1,0
81,23,5,1,0,0
80,22,232,1,0,0
65,19,253,0,0,0
37,12,283,0,0,0
54,20,163,2,0,0
81,23,74,3,0,0
22,21,28,1,0,0
51,23,292,1,0,0
56,21,99,1,0,0
84,23,17,1,1,0
79,11,203,3,1,0
41,11,164,0,0,0
20,19,37,0,0,0
88,9,146,3,1,0
84,1,287,1,0,0
67,14,156,0,0,0
46,18,65,2,0,0
91,20,159,0,0,0
49,3,116,1,0,0
56,20,40,1,1,0
26,13,140,2,1,0
31,0,283,0,0,0
85,0,189,1,0,0
81,17,110,1,0,0
37,14,153,1,0,0
45,10,94,0,0,0
31,17,138,1,0,0
61,23,15,2,3,0
94,9,147,2,1,0
56,3,68,1,0,0
45,13,143,0,0,0
81,21,229,0,4,0
49,17,271,0,0,0
26,0,97,0,0,0
45,6,13,0,0,0
34,3,209,0,0,0
94,3,59,0,0,0
72,17,269,1,1,0
27,8,57,0,1,0
23,1,182,3,0,1
65,4,296,0,0,0
92,5,100,1,0,0
84,2,287,2,1,0
58,18,269,1,3,0
77,21,280,1,0,0
94,20,56,2,0,0
59,4,258,1,0,0
88,20,80,2,0,0
45,8,284,2,0,0
30,23,189,0,0,0
32,19,196,0,0,0
53,5,133,1,0,0
32,4,17,1,0,0
92,5,148,1,0,0
73,14,168,1,0,0
21,10,93,2,1,0
69,23,82,1,0,0
27,21,168,1,1,0
62,21,209,2,4,0
46,17,46,1,0,0
70,22,212,1,1,0
46,18,283,1,3,0
40,11,2,0,0,1
74,11,52,3,0,0
67,6,285,1,4,0
38,15,6,1,5,0
60,11,148,0,0,0
27,20,112,0,2,0
93,3,146,0,0,0
47,9,103,0,0,0
68,16,22,2,0,0
50,14,14,1,0,0
35,7,6,0,2,0
39,13,277,0,0,0
81,17,264,0,1,0
38,7,274,0,0,0
18,13,198,0,1,0
32,22,119,0,0,0
53,15,182,0,0,0
64,18,163,0,0,0
71,6,181,1,4,0
49,16,185,1,0,0
75,4,73,1,0,0
63,12,80,1,0,0
71,17,203,3,1,0
50,17,48,1,0,0
56,18,298,0,1,0
40,22,279,0,0,0
60,17,182,1,0,0
72,19,62,0,0,0
19,19,186,2,0,0
83,16,212,1,0,0
55,22,285,1,0,0
46,3,160,0,0,0
84,16,50,0,0,0
88,18,122,2,0,0
53,7,134,0,0,0
46,19,205,0,1,0
54,0,153,0,0,0
62,6,226,0,0,0
33,7,57,0,0,0
48,4,154,3,0,1
51,8,114,1,0,0
67,6,6,1,1,0
82,3,96,0,1,0
79,21,59,1,0,0
60,7,11,1,3,0
73,1,47,1,0,0
32,4,266,0,0,0
65,2,167,0,0,0
66,4,292,0,0,0
61,23,148,1,0,0
27,21,46,0,0,0
37,0,69,2,0,0
87,6,74,1,0,0
25,9,63,0,0,0
62,15,160,0,0,0
51,0,168,0,0,0
68,16,168,0,0,0
21,3,92,0,1,0
56,15,278,0,0,0
41,8,205,1,0,0
72,7,291,0,0,0
43,18,27,1,0,0
42,21,158,0,1,0
53,16,29,1,0,0
88,9,163,2,0,0
91,16,37,0,0,0
75,21,154,0,0,0
29,20,4,1,0,1
18,15,99,0,4,0
67,21,188,0,0,0
42,8,248,3,0,0
22,4,10,0,0,0
85,1,30,2,4,0
23,13,75,0,0,0
43,16,144,1,0,0
72,12,118,2,0,0
56,12,40,0,0,0
26,12,1,1,0,1
62,17,263,0,2,0
31,23,297,0,0,0
72,0,2,0,3,1
26,21,273,0,0,0
32,20,139,0,1,0
54,3,83,1,1,0
67,20,270,0,0,0
89,4,79,1,3,0
38,10,187,1,0,0
74,1,188,0,0,0
36,1,33,0,1,0
75,15,130,0,0,0
23,2,2,1,0,1
21,5,60,0,0,0
60,19,122,0,1,0
59,3,82,2,0,0
20,4,158,3,0,1
18,20,213,0,1,0
72,6,292,1,0,0
32,6,118,0,0,0
64,16,67,2,2,0
63,5,145,0,0,0
75,3,73,1,0,0
88,1,161,1,4,0
56,5,57,0,0,0
20,6,226,0,0,0
47,1,182,1,0,0
52,17,8,0,0,0
74,9,271,3,2,0
46,6,127,0,2,0
67,8,159,0,0,0
79,18,64,0,5,0
69,18,5,0,1,0
31,23,170,1,0,0
52,1,285,3,5,1
45,22,180,0,0,0
75,23,181,1,0,0
47,11,13,0,0,0
24,18,212,0,0,0
56,5,115,0,3,0
86,23,36,2,0,0
52,0,27,1,0,0
69,14,229,2,0,0
31,21,127,0,0,0
80,18,97,0,1,0
53,13,93,0,0,0
41,23,91,0,0,0
57,12,260,2,0,0
46,4,203,2,1,0
70,1,217,1,1,0
39,14,120,0,0,0
89,15,133,3,0,0
32,6,51,0,0,0
86,21,66,1,2,0
81,5,40,0,0,0
21,16,120,0,2,0
92,0,283,1,0,0
35,5,209,0,0,0
59,5,182,0,0,0
47,3,203,0,0,0
32,7,9,0,0,0
87,8,267,3,0,0
72,21,229,0,0,0
70,9,70,0,0,0
33,23,30,1,0,0
90,7,93,1,2,0
51,1,223,0,0,0
44,19,118,0,3,0
30,16,251,0,0,0
44,0,176,3,0,0
90,13,209,0,1,0
86,21,266,0,1,0
48,22,141,0,0,0
20,4,60,1,0,0
47,23,279,0,1,0
38,8,286,0,1,0
23,19,120,1,3,0
49,16,284,3,0,0
59,5,151,3,0,0
79,0,201,0,0,0
49,17,98,0,0,0
56,10,26,0,0,0
81,3,68,0,0,0
47,19,78,0,0,0
80,5,258,2,0,0
48,7,70,1,0,0
57,18,104,0,0,0
50,14,286,0,1,0
80,21,151,0,0,0
42,18,65,0,0,0
53,1,250,0,0,0
41,3,54,1,0,0
75,3,235,0,1,0
56,11,193,0,0,0
63,17,181,0,0,0
94,11,258,2,5,0
27,18,21,1,0,0
49,14,297,0,0,0
53,9,72,1,0,0
45,6,157,0,0,0
33,1,238,0,0,0
33,12,53,0,0,0
35,15,132,0,5,0
25,20,195,0,0,0
92,7,4,0,0,1
87,0,91,1,3,0
18,16,293,0,0,0
79,14,110,3,0,0
93,21,183,1,1,0
55,22,28,2,1,0
62,13,123,1,3,0
75,6,60,0,0,0
18,18,245,1,4,0
49,9,132,0,0,0
25,19,99,0,0,0
57,10,69,3,5,0
73,19,242,0,2,0
80,20,29,0,0,0
91,21,249,0,0,0
91,22,17,0,1,0
53,4,159,1,3,0
74,6,268,0,0,0
91,11,100,0,0,0
62,1,11,1,0,0
19,6,158,0,0,0
85,20,267,1,0,0
67,4,262,1,3,0
46,21,183,3,0,0
27,11,105,0,0,0
44,3,6,0,0,0
32,20,103,0,0,0
77,20,18,0,0,0
48,18,295,0,0,0
38,2,143,1,0,0
77,16,181,1,0,0
75,3,228,1,0,0
58,8,87,1,0,0
63,1,36,1,0,0
62,9,217,0,1,0
43,19,9,1,0,0
68,8,101,1,0,0
53,7,152,1,0,0
69,17,189,1,0,0
68,10,203,0,0,0
20,18,128,0,0,0
31,21,291,2,0,0
66,17,252,0,0,0
94,18,105,2,0,0
18,16,31,3,0,0
74,19,100,0,1,0
34,21,225,0,0,0
67,16,143,0,2,0
31,14,194,1,0,0
76,15,127,1,0,0
20,16,255,0,3,0
57,7,27,1,0,0
83,22,144,0,4,0
51,6,67,0,0,0
26,22,27,1,0,0
38,20,186,0,1,0
42,3,152,0,1,0
61,6,71,1,0,0
42,10,83,1,0,0
26,2,133,2,0,0
79,1,167,3,0,1
43,0,191,0,0,0
74,23,248,1,1,0
54,5,8,1,0,0
33,13,89,2,4,0
54,3,278,0,0,0
93,15,66,0,0,0
41,9,168,1,0,0
43,4,46,0,0,0
37,10,10,1,0,0
26,0,114,1,0,0
46,16,207,1,0,0
48,13,204,1,0,0
36,6,195,3,1,0
37,13,299,2,0,0
44,0,253,0,0,0
61,5,163,0,0,0
52,6,236,0,1,0
88,10,84,0,0,0
39,9,208,1,0,0
91,20,35,0,2,0
32,2,37,0,0,0
30,18,65,1,0,0
21,1,162,0,1,0
73,11,21,0,0,0
40,11,282,1,0,0
51,0,14,0,0,0
34,13,146,0,1,0
45,10,35,0,1,0
31,7,246,1,0,0
51,8,239,0,0,0
92,17,16,1,0,0
74,12,61,0,0,0
94,3,21,2,0,0
72,15,26,0,3,0
83,2,175,1,0,0
54,3,18,3,0,1
85,3,216,0,3,0
93,7,236,1,0,0
43,10,276,0,0,0
78,2,103,2,0,0
84,18,242,0,5,0
91,5,114,1,0,0
69,2,66,2,1,0
35,20,229,0,0,0
70,3,164,0,4,0
80,3,299,1,0,0
70,1,70,0,0,0
44,15,232,0,0,0
48,4,101,0,0,0
18,14,266,0,3,0
23,4,33,1,0,0
28,22,296,0,0,0
51,11,153,1,0,0
80,18,219,0,0,0
70,14,219,0,0,0
35,5,145,0,0,0
38,0,86,0,0,0
36,4,14,0,0,0
21,20,113,2,0,0
94,20,235,2,0,0
46,23,249,2,2,0
42,18,72,2,0,0
73,10,285,0,0,0
94,21,297,1,0,0
80,13,193,0,2,0
44,13,54,1,4,0
77,1,201,0,0,0
66,21,264,1,0,0
82,4,213,0,0,0
55,8,192,0,0,0
69,16,241,1,0,0
18,18,58,0,0,0
57,14,41,1,0,0
38,1,41,2,1,0
32,8,215,1,2,0
67,10,246,1,0,0
65,21,116,3,0,0
49,5,187,0,1,0
66,14,195,2,1,0
85,20,267,1,0,0
62,19,28,1,0,0
49,3,252,0,0,0
21,14,116,1,0,0
82,17,201,1,1,0
88,6,224,1,0,0
90,15,237,1,3,0
82,21,180,1,2,0
35,2,74,0,0,0
71,11,140,1,1,0
64,6,172,1,0,0
23,8,148,0,0,0
83,9,189,0,0,0
26,0,140,1,0,0
85,11,9,1,4,0
40,23,281,0,1,0
60,17,265,0,0,0
68,0,237,3,1,0
89,17,141,3,0,0
42,22,135,0,3,0
52,6,140,3,0,0
34,16,215,1,0,0
35,12,283,0,3,0
44,9,220,0,0,0
32,13,64,0,0,0
86,0,290,1,0,0
32,22,268,1,0,0
59,5,68,1,0,0
51,3,276,1,0,0
65,18,93,1,1,0
25,14,113,0,1,0
27,20,198,0,0,0
22,20,69,0,0,0
65,18,63,1,0,0
43,21,171,1,4,0
40,11,140,1,0,0
79,13,47,2,0,0
30,2,217,1,0,0
26,3,116,0,0,0
37,2,121,0,0,0
74,11,195,1,1,0
41,21,247,1,0,0
50,8,63,1,2,0
37,18,1,1,0,1
77,15,66,3,0,0
65,0,244,0,1,0
81,13,82,1,1,0
47,12,106,2,0,0
90,22,106,1,5,0
34,11,85,0,0,0
31,4,64,1,1,0
36,19,195,2,2,0
88,2,78,2,0,0
76,22,31,1,1,0
84,1,137,2,0,0
61,10,65,1,0,0
49,19,102,0,0,0
28,1,183,0,0,0
19,15,285,1,1,0
85,7,217,1,1,0
34,2,39,1,0,0
57,20,34,1,0,0
63,3,150,0,0,0
21,20,236,1,0,0
55,3,206,0,0,0
80,7,58,0,0,0
46,5,63,0,1,0
36,13,187,0,0,0
46,14,71,0,0,0
52,16,126,3,2,0
87,4,6,2,0,0
40,0,36,0,2,0
63,11,288,0,1,0
61,18,237,1,0,0
65,11,218,2,0,0
69,10,70,1,0,0
25,21,34,1,0,0
72,8,171,0,0,0
83,18,50,1,0,0
94,3,157,1,1,0
57,12,262,1,0,0
48,9,65,2,0,0
65,0,154,1,1,0
78,9,150,0,0,0
69,17,109,0,0,0
55,12,16,1,1,0
53,6,145,1,0,0
72,7,114,0,0,0
30,16,108,1,1,0
54,21,60,2,0,0
64,0,287,1,5,0
88,15,25,1,0,0
39,19,243,1,1,0
56,3,76,1,0,0
75,22,157,0,2,0
47,16,14,0,2,0
35,12,88,1,0,0
35,9,25,1,0,0
91,8,111,0,0,0
56,13,24,0,0,0
43,16,259,0,1,0
88,2,79,0,0,0
24,0,296,2,0,0
86,0,42,3,0,0
82,19,254,1,0,0
63,1,283,0,0,0
35,15,6,1,1,0
30,8,166,1,0,0
42,13,232,3,0,0
25,0,289,0,3,0
91,2,246,1,0,0
49,17,277,3,0,0
34,0,115,2,1,0
65,10,65,0,0,0
80,4,232,0,0,0
57,10,76,0,0,0
32,5,163,0,0,0
23,23,151,0,0,0
80,6,98,3,0,0
25,12,98,3,2,0
49,22,96,0,1,0
62,15,147,0,0,0
69,2,210,1,3,0
30,14,255,1,0,0
41,7,253,1,0,0
57,21,200,0,0,0
31,23,113,0,0,0
92,19,227,1,4,0
87,15,113,1,4,0
79,16,177,1,4,0
78,12,228,0,0,0
18,2,54,0,0,0
83,2,236,1,0,0
49,12,231,1,0,0
30,16,40,0,0,0
50,13,178,2,0,0
49,4,249,1,0,0
73,11,261,0,0,0
41,15,38,1,0,0
21,5,177,0,0,0
40,8,230,2,4,0
46,15,158,3,3,0
38,23,71,0,0,0
47,3,73,2,4,0
37,5,285,1,0,0
33,18,30,2,0,0
84,0,211,0,0,0
66,7,278,3,0,0
75,5,131,1,0,0
61,2,57,0,1,0
42,20,30,1,0,0
40,13,16,0,0,0
76,22,233,0,0,0
18,1,155,0,0,0
32,15,173,2,0,0
69,21,70,0,0,0
75,12,191,1,0,0
58,15,18,1,3,0
61,10,40,0,0,0
21,10,138,1,0,0
94,15,86,1,0,0
85,9,233,0,0,0
24,16,280,2,0,0
63,11,57,3,0,0
26,4,7,1,2,0
50,11,140,1,0,0
50,2,209,0,1,0
21,18,60,0,0,0
82,9,185,0,0,0
51,15,148,1,3,0
81,18,181,1,0,0
42,10,50,0,2,0
72,15,15,0,0,0
26,9,201,1,0,0
34,14,72,1,0,0
38,2,215,1,1,0
77,23,135,0,0,0
30,9,220,0,4,0
20,11,95,0,0,0
85,8,104,0,3,0
21,18,63,1,0,0
24,0,143,2,0,0
43,12,186,0,0,0
92,6,7,1,0,0
41,21,234,1,0,0
27,19,183,0,4,0
30,20,214,0,0,0
61,6,249,0,0,0
56,5,53,1,0,0
36,11,150,0,0,0
68,3,85,1,0,0
36,19,106,0,0,0
93,9,271,0,0,0
69,18,52,0,0,0
64,1,80,0,1,0
47,3,247,1,1,0
63,14,229,0,0,0
93,5,196,1,1,0
38,0,253,1,0,0
92,17,18,0,0,0
65,7,105,2,0,0
79,12,37,1,0,0
75,18,75,1,4,0
35,15,262,1,0,0
76,0,33,0,1,0
65,1,36,0,0,0
80,18,239,0,1,0
29,13,95,1,0,0
51,14,180,1,0,0
78,1,137,2,0,0
70,12,79,0,0,0
42,19,285,0,0,0
